hcp_id,hcp_name,specialty,city,state,hospital_affiliation,hospital_type,decile,brand_affinity,monthly_rx_potential,years_in_practice,kol_flag,kol_score,territory_id
NPI_000155,Dr. Ryan James,Medical Oncologist,Denver,CO,"Ferrell, Price and Alvarez Medical Center",Private Practice,7,SWITCHER,9,33,False,0,TER_MO_01
NPI_000156,Dr. Luke Banks,Medical Oncologist,Los Angeles,CA,Cedars-Sinai Samuel Oschin Cancer Center,Cancer Center,1,ZYLATEC_LOYAL,1,30,False,0,TER_PA_01
NPI_000157,Dr. Christine Neal,Medical Oncologist,Salt Lake City,UT,Huntsman Cancer Institute,Cancer Center,7,VEXORIN_LOYAL,11,32,False,0,TER_MO_03
NPI_000158,Dr. Michael Gay,Medical Oncologist,Nashville,TN,Vanderbilt-Ingram Cancer Center,Cancer Center,10,SWITCHER,17,18,False,0,TER_SO_03
NPI_000159,Dr. Kyle Anderson,Medical Oncologist,Dallas,TX,UT Southwestern Simmons Cancer Center,Cancer Center,1,SWITCHER,1,8,False,0,TER_SO_02
NPI_000160,Dr. Joshua Davis,Medical Oncologist,Philadelphia,PA,Gutierrez-Crawford Medical Center,Community Hospital,7,SWITCHER,13,35,False,0,TER_NO_03
NPI_000161,Dr. Tara Walker,Pulmonologist,Phoenix,AZ,Mayo Clinic Cancer Center Arizona,Cancer Center,7,SWITCHER,14,19,False,0,TER_MO_02
NPI_000162,Dr. Ashley Raymond,Pulmonologist,Dallas,TX,UT Southwestern Simmons Cancer Center,Cancer Center,7,ZYLATEC_LOYAL,12,9,False,0,TER_SO_02
NPI_000163,Dr. Jennifer Vasquez,Pulmonologist,Phoenix,AZ,Mayo Clinic Cancer Center Arizona,Cancer Center,9,VEXORIN_LOYAL,15,14,False,0,TER_MO_02
NPI_000164,Dr. Alicia Wilson,Pulmonologist,Houston,TX,MD Anderson Cancer Center,Cancer Center,10,VEXORIN_LOYAL,13,32,True,3,TER_SO_01
NPI_000165,Dr. Sara Montgomery,Medical Oncologist,San Francisco,CA,UCSF Helen Diller Cancer Center,Cancer Center,6,NO_PREFERENCE,9,33,False,0,TER_PA_02
NPI_000166,Dr. Beth Williams,Medical Oncologist,Boston,MA,Dana-Farber Cancer Institute,Cancer Center,9,ZYLATEC_LOYAL,17,24,True,4,TER_NO_01
NPI_000167,Dr. Randy Lindsey,Medical Oncologist,Seattle,WA,Seattle Cancer Care Alliance,Cancer Center,7,NO_PREFERENCE,10,14,False,0,TER_PA_03
NPI_000168,Dr. Dawn Sanchez,Medical Oncologist,Denver,CO,Rich LLC Medical Center,Community Hospital,8,SWITCHER,15,30,True,5,TER_MO_01
NPI_000169,Dr. Todd Gray,Hemato-Oncologist,Philadelphia,PA,Penn Medicine Abramson Cancer Center,Cancer Center,5,VEXORIN_LOYAL,7,21,False,0,TER_NO_03
NPI_000170,Dr. Elizabeth Robinson,Medical Oncologist,Minneapolis,MN,Mayo Clinic Cancer Center,Cancer Center,9,SWITCHER,13,5,False,0,TER_MI_03
NPI_000171,Dr. Frank Shaw,Hemato-Oncologist,Nashville,TN,Vanderbilt-Ingram Cancer Center,Cancer Center,9,SWITCHER,17,6,True,5,TER_SO_03
NPI_000172,Dr. Kurt Williams,Medical Oncologist,Phoenix,AZ,Tran-House Medical Center,Teaching Hospital,8,VEXORIN_LOYAL,9,31,True,3,TER_MO_02
NPI_000173,Dr. Patrick Hernandez,Medical Oncologist,Seattle,WA,Seattle Cancer Care Alliance,Cancer Center,9,NO_PREFERENCE,11,12,False,0,TER_PA_03
NPI_000174,Dr. Katherine Walters,Hemato-Oncologist,Houston,TX,Parker-Ware Medical Center,Private Practice,7,SWITCHER,11,28,False,0,TER_SO_01
NPI_000175,Dr. Stephen Miller,Medical Oncologist,Minneapolis,MN,"Peters, Holmes and Elliott Medical Center",Community Hospital,6,VEXORIN_LOYAL,8,27,False,0,TER_MI_03
NPI_000176,Dr. Jodi Sullivan,Hemato-Oncologist,Seattle,WA,Chan and Sons Medical Center,Private Practice,5,SWITCHER,6,21,False,0,TER_PA_03
NPI_000177,Dr. Samuel Martin,Pulmonologist,Cleveland,OH,Cleveland Clinic Taussig Cancer Institute,Cancer Center,10,VEXORIN_LOYAL,12,14,False,0,TER_MI_02
NPI_000178,Dr. Victoria Savage,Medical Oncologist,Seattle,WA,Robertson PLC Medical Center,Teaching Hospital,4,NO_PREFERENCE,5,25,False,0,TER_PA_03
NPI_000179,Dr. Jesse Knight,Pulmonologist,Chicago,IL,Northwestern Medicine Lurie Cancer Center,Cancer Center,8,ZYLATEC_LOYAL,10,14,False,0,TER_MI_01
NPI_000180,Dr. Jonathan Taylor,Medical Oncologist,Dallas,TX,UT Southwestern Simmons Cancer Center,Cancer Center,5,VEXORIN_LOYAL,9,4,False,0,TER_SO_02
NPI_000181,Dr. Joel Jones,Medical Oncologist,Houston,TX,MD Anderson Cancer Center,Cancer Center,8,NO_PREFERENCE,10,8,True,4,TER_SO_01
NPI_000182,Dr. Dustin Blake,Hemato-Oncologist,Minneapolis,MN,Campos PLC Medical Center,Teaching Hospital,9,SWITCHER,17,7,True,4,TER_MI_03
NPI_000183,Dr. Edward Henry,Pulmonologist,San Francisco,CA,Jones LLC Medical Center,Teaching Hospital,8,ZYLATEC_LOYAL,15,14,False,0,TER_PA_02
NPI_000184,Dr. Patricia Cannon,Medical Oncologist,Minneapolis,MN,"Miller, Franklin and David Medical Center",Private Practice,8,NO_PREFERENCE,13,22,True,4,TER_MI_03
NPI_000185,Dr. Danny Juarez,Hemato-Oncologist,Seattle,WA,Williams Inc Medical Center,Community Hospital,6,SWITCHER,8,8,False,0,TER_PA_03
NPI_000186,Dr. Glen Moore,Medical Oncologist,Phoenix,AZ,Perkins-Phillips Medical Center,Teaching Hospital,9,VEXORIN_LOYAL,13,8,False,0,TER_MO_02
NPI_000187,Dr. Chad Watson,Medical Oncologist,Boston,MA,Dana-Farber Cancer Institute,Cancer Center,10,SWITCHER,18,24,False,0,TER_NO_01
NPI_000188,Dr. Brianna Wheeler,Pulmonologist,Nashville,TN,Vanderbilt-Ingram Cancer Center,Cancer Center,10,VEXORIN_LOYAL,17,19,False,0,TER_SO_03
NPI_000189,Dr. Tiffany Lindsey,Pulmonologist,Denver,CO,Coleman Inc Medical Center,Teaching Hospital,7,SWITCHER,12,21,False,0,TER_MO_01
NPI_000190,Dr. Amanda Kemp,Pulmonologist,Los Angeles,CA,Cedars-Sinai Samuel Oschin Cancer Center,Cancer Center,7,NO_PREFERENCE,10,32,False,0,TER_PA_01
NPI_000191,Dr. Amanda Woodard,Medical Oncologist,Nashville,TN,Vanderbilt-Ingram Cancer Center,Cancer Center,3,SWITCHER,4,12,False,0,TER_SO_03
NPI_000192,Dr. Joseph Williams,Medical Oncologist,Los Angeles,CA,"Rodgers, Campbell and Luna Medical Center",Teaching Hospital,9,NO_PREFERENCE,18,11,False,0,TER_PA_01
NPI_000193,Dr. Mark Anderson,Medical Oncologist,Phoenix,AZ,Mayo Clinic Cancer Center Arizona,Cancer Center,4,VEXORIN_LOYAL,6,12,False,0,TER_MO_02
NPI_000194,Dr. Angela Gardner,Medical Oncologist,Cleveland,OH,Cleveland Clinic Taussig Cancer Institute,Cancer Center,7,SWITCHER,9,13,False,0,TER_MI_02
NPI_000195,Dr. Trevor Hahn,Hemato-Oncologist,San Francisco,CA,"Thomas, Todd and Barnes Medical Center",Teaching Hospital,10,VEXORIN_LOYAL,13,35,False,0,TER_PA_02
NPI_000196,Dr. Daniel Osborne,Hemato-Oncologist,New York,NY,Memorial Sloan Kettering Cancer Center,Cancer Center,8,ZYLATEC_LOYAL,12,18,True,4,TER_NO_02
NPI_000197,Dr. Debra Frost,Medical Oncologist,Boston,MA,Smith-Sanchez Medical Center,Teaching Hospital,6,NO_PREFERENCE,10,21,False,0,TER_NO_01
NPI_000198,Dr. Stephen Li,Medical Oncologist,Phoenix,AZ,Mayo Clinic Cancer Center Arizona,Cancer Center,10,NO_PREFERENCE,18,28,False,0,TER_MO_02
NPI_000199,Dr. Timothy Williams,Medical Oncologist,New York,NY,Memorial Sloan Kettering Cancer Center,Cancer Center,8,SWITCHER,10,35,False,0,TER_NO_02
NPI_000200,Dr. Sabrina Jones,Medical Oncologist,Denver,CO,Hill-Johnson Medical Center,Teaching Hospital,10,SWITCHER,13,9,False,0,TER_MO_01
NPI_000201,Dr. Kristen Mcfarland,Pulmonologist,Boston,MA,Villarreal Inc Medical Center,Community Hospital,7,SWITCHER,9,35,False,0,TER_NO_01
NPI_000202,Dr. Patrick Osborne,Medical Oncologist,Houston,TX,MD Anderson Cancer Center,Cancer Center,3,SWITCHER,5,32,False,0,TER_SO_01
NPI_000203,Dr. Stephanie Hancock,Medical Oncologist,Seattle,WA,Seattle Cancer Care Alliance,Cancer Center,10,NO_PREFERENCE,14,28,False,0,TER_PA_03
NPI_000204,Dr. Kayla Clark,Pulmonologist,Dallas,TX,UT Southwestern Simmons Cancer Center,Cancer Center,7,NO_PREFERENCE,11,22,False,0,TER_SO_02
NPI_000205,Dr. Michaela Johnson,Medical Oncologist,Houston,TX,MD Anderson Cancer Center,Cancer Center,1,VEXORIN_LOYAL,1,22,False,0,TER_SO_01
NPI_000206,Dr. Christopher Spencer,Pulmonologist,Salt Lake City,UT,Paul-Rodriguez Medical Center,Teaching Hospital,9,VEXORIN_LOYAL,14,17,False,0,TER_MO_03
NPI_000207,Dr. Jose Lopez,Pulmonologist,Philadelphia,PA,Hernandez-Scott Medical Center,Teaching Hospital,5,SWITCHER,9,12,False,0,TER_NO_03
NPI_000208,Dr. Amber Woods,Hemato-Oncologist,Cleveland,OH,Alexander-Colon Medical Center,Teaching Hospital,6,SWITCHER,8,31,False,0,TER_MI_02
NPI_000209,Dr. Samantha Leon,Medical Oncologist,Seattle,WA,Heath-Bender Medical Center,Teaching Hospital,5,ZYLATEC_LOYAL,9,33,False,0,TER_PA_03
NPI_000210,Dr. Raymond Ward,Hemato-Oncologist,Los Angeles,CA,Cedars-Sinai Samuel Oschin Cancer Center,Cancer Center,9,VEXORIN_LOYAL,12,23,False,0,TER_PA_01
NPI_000211,Dr. Michael Anthony,Medical Oncologist,Boston,MA,Bryant PLC Medical Center,Community Hospital,7,SWITCHER,11,25,False,0,TER_NO_01
NPI_000212,Dr. Gavin Conway,Pulmonologist,Los Angeles,CA,"Johnson, Wilson and Wood Medical Center",Teaching Hospital,10,NO_PREFERENCE,14,33,True,3,TER_PA_01
NPI_000213,Dr. Mary Morgan,Medical Oncologist,Los Angeles,CA,Kline-Garrett Medical Center,Community Hospital,7,NO_PREFERENCE,13,16,False,0,TER_PA_01
NPI_000214,Dr. Brittany Hernandez,Pulmonologist,New York,NY,Memorial Sloan Kettering Cancer Center,Cancer Center,8,SWITCHER,16,20,True,5,TER_NO_02
NPI_000215,Dr. Joseph Baker,Pulmonologist,Phoenix,AZ,Davidson Group Medical Center,Community Hospital,7,NO_PREFERENCE,14,12,False,0,TER_MO_02
NPI_000216,Dr. Daniel Anderson,Medical Oncologist,Dallas,TX,Steele-Brown Medical Center,Teaching Hospital,7,ZYLATEC_LOYAL,11,19,False,0,TER_SO_02
NPI_000217,Dr. Kevin Petersen,Pulmonologist,Los Angeles,CA,"Jimenez, Taylor and Jones Medical Center",Private Practice,6,ZYLATEC_LOYAL,10,20,False,0,TER_PA_01
NPI_000218,Dr. Megan Coleman,Medical Oncologist,Boston,MA,Hall PLC Medical Center,Teaching Hospital,9,ZYLATEC_LOYAL,16,17,False,0,TER_NO_01
NPI_000219,Dr. Troy Singh,Medical Oncologist,Phoenix,AZ,Hart-Adams Medical Center,Teaching Hospital,7,VEXORIN_LOYAL,13,3,False,0,TER_MO_02
NPI_000220,Dr. Robert Garcia,Hemato-Oncologist,Salt Lake City,UT,Huntsman Cancer Institute,Cancer Center,10,SWITCHER,19,33,False,0,TER_MO_03
NPI_000221,Dr. Mark Hill,Medical Oncologist,Minneapolis,MN,Mayo Clinic Cancer Center,Cancer Center,10,SWITCHER,20,8,False,0,TER_MI_03
NPI_000222,Dr. Janice Anderson,Medical Oncologist,Dallas,TX,Simpson-Bowman Medical Center,Private Practice,9,VEXORIN_LOYAL,18,29,False,0,TER_SO_02
NPI_000223,Dr. Adrian Smith,Medical Oncologist,New York,NY,Miller Inc Medical Center,Community Hospital,10,ZYLATEC_LOYAL,16,21,False,0,TER_NO_02
NPI_000224,Dr. Dennis Stone,Medical Oncologist,San Francisco,CA,UCSF Helen Diller Cancer Center,Cancer Center,8,NO_PREFERENCE,11,34,False,0,TER_PA_02
NPI_000225,Dr. Timothy Diaz,Medical Oncologist,Boston,MA,Dana-Farber Cancer Institute,Cancer Center,8,NO_PREFERENCE,11,32,False,0,TER_NO_01
NPI_000226,Dr. Sandra Martin,Pulmonologist,Boston,MA,Dana-Farber Cancer Institute,Cancer Center,1,ZYLATEC_LOYAL,1,15,False,0,TER_NO_01
NPI_000227,Dr. Sherry Smith,Medical Oncologist,Denver,CO,Barrett PLC Medical Center,Private Practice,10,NO_PREFERENCE,16,8,False,0,TER_MO_01
NPI_000228,Dr. Andrew Perez,Medical Oncologist,Boston,MA,Dana-Farber Cancer Institute,Cancer Center,10,NO_PREFERENCE,12,27,True,4,TER_NO_01
NPI_000229,Dr. Lisa Shaw,Hemato-Oncologist,Minneapolis,MN,"Graham, Miller and Anderson Medical Center",Teaching Hospital,7,VEXORIN_LOYAL,12,18,False,0,TER_MI_03
NPI_000230,Dr. Breanna Cross,Medical Oncologist,Los Angeles,CA,Cedars-Sinai Samuel Oschin Cancer Center,Cancer Center,5,ZYLATEC_LOYAL,8,22,False,0,TER_PA_01
NPI_000231,Dr. Luke Berg,Pulmonologist,Houston,TX,Thompson-Foster Medical Center,Community Hospital,9,ZYLATEC_LOYAL,12,11,False,0,TER_SO_01
NPI_000232,Dr. Lisa Smith,Medical Oncologist,Philadelphia,PA,Penn Medicine Abramson Cancer Center,Cancer Center,10,SWITCHER,20,16,False,0,TER_NO_03
NPI_000233,Dr. Andrew Chang,Pulmonologist,Cleveland,OH,Pope-Gibson Medical Center,Private Practice,9,SWITCHER,15,26,True,5,TER_MI_02
NPI_000234,Dr. Douglas Olsen,Medical Oncologist,Los Angeles,CA,Nunez Inc Medical Center,Community Hospital,10,ZYLATEC_LOYAL,16,13,False,0,TER_PA_01
NPI_000235,Dr. Timothy Harvey,Medical Oncologist,Phoenix,AZ,Mayo Clinic Cancer Center Arizona,Cancer Center,4,SWITCHER,5,35,False,0,TER_MO_02
NPI_000236,Dr. Dale Blair,Medical Oncologist,New York,NY,Memorial Sloan Kettering Cancer Center,Cancer Center,3,ZYLATEC_LOYAL,5,32,False,0,TER_NO_02
NPI_000237,Dr. Megan Williams,Pulmonologist,Salt Lake City,UT,Huntsman Cancer Institute,Cancer Center,7,ZYLATEC_LOYAL,8,16,False,0,TER_MO_03
NPI_000238,Dr. David Thomas,Pulmonologist,Nashville,TN,Vanderbilt-Ingram Cancer Center,Cancer Center,3,VEXORIN_LOYAL,6,7,False,0,TER_SO_03
NPI_000239,Dr. Megan Foster,Hemato-Oncologist,San Francisco,CA,UCSF Helen Diller Cancer Center,Cancer Center,8,VEXORIN_LOYAL,10,29,False,0,TER_PA_02
NPI_000240,Dr. Jeremy Brown,Hemato-Oncologist,Salt Lake City,UT,Leach Inc Medical Center,Community Hospital,8,ZYLATEC_LOYAL,10,11,False,0,TER_MO_03
NPI_000241,Dr. Tracie Turner,Medical Oncologist,Phoenix,AZ,Patel Ltd Medical Center,Teaching Hospital,5,SWITCHER,9,17,False,0,TER_MO_02
NPI_000242,Dr. Andrea Espinoza,Hemato-Oncologist,San Francisco,CA,Rodriguez Ltd Medical Center,Community Hospital,9,SWITCHER,16,30,False,0,TER_PA_02
NPI_000243,Dr. Melissa Roberts,Hemato-Oncologist,Philadelphia,PA,Penn Medicine Abramson Cancer Center,Cancer Center,6,ZYLATEC_LOYAL,12,10,False,0,TER_NO_03
NPI_000244,Dr. Tiffany Rodriguez,Medical Oncologist,Phoenix,AZ,"Wood, Snow and Smith Medical Center",Teaching Hospital,9,NO_PREFERENCE,18,18,True,3,TER_MO_02
NPI_000245,Dr. Kristin Kennedy,Pulmonologist,Nashville,TN,"Ritter, Howell and Romero Medical Center",Teaching Hospital,8,NO_PREFERENCE,11,5,False,0,TER_SO_03
NPI_000246,Dr. Heather Hernandez,Medical Oncologist,Boston,MA,"Davis, Pearson and Henry Medical Center",Private Practice,6,VEXORIN_LOYAL,9,21,False,0,TER_NO_01
NPI_000247,Dr. Andrew Martin,Medical Oncologist,Salt Lake City,UT,Thompson-Smith Medical Center,Teaching Hospital,10,SWITCHER,18,23,True,3,TER_MO_03
NPI_000248,Dr. Brian Mason,Hemato-Oncologist,Chicago,IL,Northwestern Medicine Lurie Cancer Center,Cancer Center,8,ZYLATEC_LOYAL,13,14,False,0,TER_MI_01
NPI_000249,Dr. Christina Wood,Medical Oncologist,Boston,MA,Chavez-Cruz Medical Center,Community Hospital,8,NO_PREFERENCE,14,23,False,0,TER_NO_01
NPI_000250,Dr. Cassidy Houston,Medical Oncologist,Dallas,TX,UT Southwestern Simmons Cancer Center,Cancer Center,7,SWITCHER,9,17,False,0,TER_SO_02
NPI_000251,Dr. Krystal Mitchell,Medical Oncologist,Boston,MA,Bowen and Sons Medical Center,Private Practice,9,NO_PREFERENCE,15,29,False,0,TER_NO_01
NPI_000252,Dr. Samantha Hogan,Medical Oncologist,Los Angeles,CA,Cedars-Sinai Samuel Oschin Cancer Center,Cancer Center,6,SWITCHER,12,26,False,0,TER_PA_01
NPI_000253,Dr. Michael Erickson,Medical Oncologist,Houston,TX,MD Anderson Cancer Center,Cancer Center,9,ZYLATEC_LOYAL,16,5,False,0,TER_SO_01
NPI_000254,Dr. Melissa Coleman,Medical Oncologist,Seattle,WA,May and Sons Medical Center,Teaching Hospital,9,SWITCHER,14,24,False,0,TER_PA_03
NPI_000255,Dr. Stephen Rhodes,Hemato-Oncologist,San Francisco,CA,UCSF Helen Diller Cancer Center,Cancer Center,6,SWITCHER,11,33,False,0,TER_PA_02
NPI_000256,Dr. Kyle Mann,Hemato-Oncologist,Cleveland,OH,"Jones, Beltran and Kennedy Medical Center",Teaching Hospital,9,ZYLATEC_LOYAL,12,23,False,0,TER_MI_02
NPI_000257,Dr. Ashley Brown,Medical Oncologist,San Francisco,CA,UCSF Helen Diller Cancer Center,Cancer Center,8,ZYLATEC_LOYAL,13,34,False,0,TER_PA_02
NPI_000258,Dr. Sonya Moreno,Hemato-Oncologist,Minneapolis,MN,Rivera-Jenkins Medical Center,Private Practice,9,ZYLATEC_LOYAL,12,23,False,0,TER_MI_03
NPI_000259,Dr. Erica Tanner,Pulmonologist,Dallas,TX,UT Southwestern Simmons Cancer Center,Cancer Center,6,ZYLATEC_LOYAL,12,29,False,0,TER_SO_02
NPI_000260,Dr. Erika Mcintosh,Medical Oncologist,Philadelphia,PA,Penn Medicine Abramson Cancer Center,Cancer Center,6,SWITCHER,8,24,False,0,TER_NO_03
NPI_000261,Dr. Erin West,Medical Oncologist,Cleveland,OH,Wheeler and Sons Medical Center,Community Hospital,10,SWITCHER,16,13,False,0,TER_MI_02
NPI_000262,Dr. Nicholas Thompson,Medical Oncologist,Dallas,TX,"Carr, Brown and Baker Medical Center",Teaching Hospital,5,VEXORIN_LOYAL,10,6,False,0,TER_SO_02
NPI_000263,Dr. Amanda Cunningham,Medical Oncologist,Phoenix,AZ,Mayo Clinic Cancer Center Arizona,Cancer Center,10,NO_PREFERENCE,12,3,False,0,TER_MO_02
NPI_000264,Dr. Rhonda Washington,Hemato-Oncologist,Houston,TX,"Ward, Fleming and Smith Medical Center",Teaching Hospital,6,VEXORIN_LOYAL,9,26,False,0,TER_SO_01
NPI_000265,Dr. Raymond Landry,Medical Oncologist,New York,NY,Ramirez Group Medical Center,Community Hospital,9,NO_PREFERENCE,16,4,True,5,TER_NO_02
NPI_000266,Dr. Barbara Lee,Medical Oncologist,Minneapolis,MN,Evans-Thomas Medical Center,Teaching Hospital,2,SWITCHER,2,35,False,0,TER_MI_03
NPI_000267,Dr. Timothy Gonzalez,Hemato-Oncologist,Minneapolis,MN,Martin and Sons Medical Center,Private Practice,9,NO_PREFERENCE,11,9,False,0,TER_MI_03
NPI_000268,Dr. Brianna Anderson,Medical Oncologist,Dallas,TX,UT Southwestern Simmons Cancer Center,Cancer Center,9,ZYLATEC_LOYAL,17,8,False,0,TER_SO_02
NPI_000269,Dr. Jenny Thompson,Medical Oncologist,Salt Lake City,UT,Franklin Inc Medical Center,Community Hospital,8,ZYLATEC_LOYAL,14,8,False,0,TER_MO_03
NPI_000270,Dr. Eric Phillips,Hemato-Oncologist,Dallas,TX,UT Southwestern Simmons Cancer Center,Cancer Center,9,ZYLATEC_LOYAL,15,6,False,0,TER_SO_02
NPI_000271,Dr. Jessica Powell,Pulmonologist,Phoenix,AZ,Young LLC Medical Center,Private Practice,4,SWITCHER,5,9,False,0,TER_MO_02
NPI_000272,Dr. Amanda Ball,Hemato-Oncologist,Boston,MA,Dana-Farber Cancer Institute,Cancer Center,10,NO_PREFERENCE,18,33,True,3,TER_NO_01
NPI_000273,Dr. Kelly Rodriguez,Pulmonologist,Nashville,TN,"Wyatt, Murillo and Luna Medical Center",Teaching Hospital,6,SWITCHER,8,23,False,0,TER_SO_03
NPI_000274,Dr. Carolyn Rose,Medical Oncologist,Chicago,IL,Northwestern Medicine Lurie Cancer Center,Cancer Center,6,NO_PREFERENCE,11,7,False,0,TER_MI_01
NPI_000275,Dr. Roberta Campbell,Medical Oncologist,Houston,TX,"Moore, Blackwell and Wilson Medical Center",Teaching Hospital,8,NO_PREFERENCE,14,24,False,0,TER_SO_01
NPI_000276,Dr. Micheal Howard,Pulmonologist,New York,NY,"Rogers, Reyes and Harrington Medical Center",Teaching Hospital,10,VEXORIN_LOYAL,18,25,True,4,TER_NO_02
NPI_000277,Dr. Mark Foley,Medical Oncologist,Phoenix,AZ,Williams Ltd Medical Center,Teaching Hospital,4,SWITCHER,6,23,False,0,TER_MO_02
NPI_000278,Dr. Michael Reyes,Medical Oncologist,Minneapolis,MN,Shaw Inc Medical Center,Community Hospital,6,SWITCHER,9,27,False,0,TER_MI_03
NPI_000279,Dr. James Reynolds,Medical Oncologist,Denver,CO,Marshall LLC Medical Center,Teaching Hospital,9,VEXORIN_LOYAL,15,18,False,0,TER_MO_01
NPI_000280,Dr. Bryan White,Medical Oncologist,Phoenix,AZ,Martin-Day Medical Center,Teaching Hospital,5,SWITCHER,9,23,False,0,TER_MO_02
NPI_000281,Dr. Elizabeth Johnson,Medical Oncologist,Los Angeles,CA,Collins-Garcia Medical Center,Community Hospital,4,ZYLATEC_LOYAL,7,9,False,0,TER_PA_01
NPI_000282,Dr. Holly Williams,Medical Oncologist,New York,NY,Memorial Sloan Kettering Cancer Center,Cancer Center,6,SWITCHER,9,4,False,0,TER_NO_02
NPI_000283,Dr. Diane Brown,Medical Oncologist,Chicago,IL,"Pena, Foster and Stanley Medical Center",Teaching Hospital,8,SWITCHER,15,3,True,4,TER_MI_01
NPI_000284,Dr. Marc Smith,Pulmonologist,Denver,CO,Calhoun Inc Medical Center,Teaching Hospital,9,NO_PREFERENCE,12,13,False,0,TER_MO_01
NPI_000285,Dr. Brittany Gray,Medical Oncologist,Seattle,WA,Seattle Cancer Care Alliance,Cancer Center,6,VEXORIN_LOYAL,8,20,False,0,TER_PA_03
NPI_000286,Dr. Shannon Lopez,Medical Oncologist,Dallas,TX,UT Southwestern Simmons Cancer Center,Cancer Center,8,ZYLATEC_LOYAL,11,34,False,0,TER_SO_02
NPI_000287,Dr. Michael Mclean,Medical Oncologist,Nashville,TN,Vanderbilt-Ingram Cancer Center,Cancer Center,4,NO_PREFERENCE,5,27,False,0,TER_SO_03
NPI_000288,Dr. Steven Bowen,Hemato-Oncologist,Denver,CO,UCHealth University of Colorado Cancer Center,Cancer Center,7,NO_PREFERENCE,13,11,False,0,TER_MO_01
NPI_000289,Dr. Joyce Cox,Medical Oncologist,Los Angeles,CA,"Turner, Green and Clark Medical Center",Teaching Hospital,9,SWITCHER,12,28,False,0,TER_PA_01
NPI_000290,Dr. Elizabeth Thompson,Medical Oncologist,Philadelphia,PA,Penn Medicine Abramson Cancer Center,Cancer Center,9,SWITCHER,12,27,True,4,TER_NO_03
NPI_000291,Dr. Richard Jones,Medical Oncologist,Chicago,IL,Northwestern Medicine Lurie Cancer Center,Cancer Center,10,NO_PREFERENCE,13,4,False,0,TER_MI_01
NPI_000292,Dr. Allison Ramirez,Medical Oncologist,Minneapolis,MN,Mayo Clinic Cancer Center,Cancer Center,9,ZYLATEC_LOYAL,16,29,False,0,TER_MI_03
NPI_000293,Dr. Timothy Villa,Medical Oncologist,Boston,MA,Dana-Farber Cancer Institute,Cancer Center,7,VEXORIN_LOYAL,11,27,False,0,TER_NO_01
NPI_000294,Dr. Madison Malone,Medical Oncologist,Seattle,WA,Seattle Cancer Care Alliance,Cancer Center,10,ZYLATEC_LOYAL,16,29,False,0,TER_PA_03
NPI_000295,Dr. Jerome Stewart,Pulmonologist,Denver,CO,Miller-Morgan Medical Center,Private Practice,7,SWITCHER,12,8,False,0,TER_MO_01
NPI_000296,Dr. Linda Hernandez,Medical Oncologist,Salt Lake City,UT,Stafford Inc Medical Center,Teaching Hospital,6,VEXORIN_LOYAL,10,28,False,0,TER_MO_03
NPI_000297,Dr. Jonathan Becker,Hemato-Oncologist,Houston,TX,Murray-Turner Medical Center,Private Practice,7,VEXORIN_LOYAL,9,17,False,0,TER_SO_01
NPI_000298,Dr. Barbara Stark,Medical Oncologist,Nashville,TN,"Hernandez, Wilkinson and Gordon Medical Center",Teaching Hospital,8,SWITCHER,12,28,False,0,TER_SO_03
NPI_000299,Dr. Brian Rowe,Pulmonologist,Dallas,TX,UT Southwestern Simmons Cancer Center,Cancer Center,9,NO_PREFERENCE,14,21,False,0,TER_SO_02
NPI_000300,Dr. Antonio Thomas,Hemato-Oncologist,Philadelphia,PA,Hayes Group Medical Center,Community Hospital,4,VEXORIN_LOYAL,5,32,False,0,TER_NO_03
NPI_000301,Dr. Thomas Mcgrath,Pulmonologist,Dallas,TX,UT Southwestern Simmons Cancer Center,Cancer Center,8,VEXORIN_LOYAL,14,31,False,0,TER_SO_02
NPI_000302,Dr. Nathaniel Aguilar,Medical Oncologist,Minneapolis,MN,Mayo Clinic Cancer Center,Cancer Center,10,NO_PREFERENCE,17,13,False,0,TER_MI_03
NPI_000303,Dr. Chelsea Henderson,Pulmonologist,San Francisco,CA,"Craig, Davis and Patton Medical Center",Teaching Hospital,8,ZYLATEC_LOYAL,12,32,True,4,TER_PA_02
NPI_000304,Dr. Mark Smith,Pulmonologist,Cleveland,OH,Romero Group Medical Center,Teaching Hospital,6,ZYLATEC_LOYAL,11,15,False,0,TER_MI_02
NPI_000305,Dr. Kimberly Lee,Medical Oncologist,Denver,CO,UCHealth University of Colorado Cancer Center,Cancer Center,8,ZYLATEC_LOYAL,11,7,False,0,TER_MO_01
NPI_000306,Dr. Lindsey Cox,Pulmonologist,Houston,TX,MD Anderson Cancer Center,Cancer Center,8,VEXORIN_LOYAL,10,34,False,0,TER_SO_01
NPI_000307,Dr. Crystal Hall,Pulmonologist,Seattle,WA,Ryan and Sons Medical Center,Teaching Hospital,9,SWITCHER,13,32,False,0,TER_PA_03
NPI_000308,Dr. Tammy Espinoza,Hemato-Oncologist,Philadelphia,PA,Penn Medicine Abramson Cancer Center,Cancer Center,9,SWITCHER,11,11,False,0,TER_NO_03
NPI_000309,Dr. Katie Carroll,Medical Oncologist,Cleveland,OH,Cleveland Clinic Taussig Cancer Institute,Cancer Center,5,VEXORIN_LOYAL,7,11,False,0,TER_MI_02
